qps_target,duration_s,expected_requests,completed_requests,success_rate,achieved_qps,p50_s,p90_s,p99_s
1,5,5,5,1.0,1.081387642668257,0.4066844369954197,0.5787008257990237,0.6177283350809012
2,5,10,10,1.0,2.185990522791554,0.1881723940023221,0.2915483028933522,0.32064189828248346
4,5,20,20,1.0,4.14266695763174,0.13153777650586562,0.21200724970549345,0.2618844461807748
8,5,40,40,1.0,8.075718076446242,0.10154009050165769,0.1950937108049402,0.25479931723093613
16,5,80,80,1.0,15.943350704882675,0.0778391824933351,0.1660145983012626,0.34916263768987815
32,5,160,160,1.0,31.727960739755225,0.07502788450074149,0.08091751059837407,0.15809355067234712
64,5,320,320,1.0,63.171252647243385,0.07665351999457926,0.08714047760149697,0.13365455093022324
128,5,640,640,1.0,125.88162972055855,0.0940189100074349,0.12044110830029241,0.15049187653494303
256,5,1280,1280,1.0,246.46188317316418,0.22852254399185767,0.33959759859571936,0.42769938545563496
512,5,2560,2560,1.0,260.9867452521619,2.414434918995539,4.073126454999146,4.306494942178106
1024,5,5120,5120,1.0,265.94736061353507,4.189669204992242,4.483355879300507,4.716576087561261
2048,5,10240,10240,1.0,265.48042912098896,4.341379170000437,4.59505408530531,4.803906238517521
1,5,5,5,1.0,1.2083816736363642,0.17576825199648738,0.538662043394288,0.5597442172316369
2,5,10,10,1.0,2.0616551114431823,0.3091726765051135,0.8741645846035679,1.0753486148607045
4,5,20,20,1.0,4.140723797618495,0.12959001150011318,0.3795205345959407,0.7951229728064206
8,5,40,40,1.0,8.079163254568979,0.12498593400232494,0.15782310201175279,0.2083154992603522
16,5,80,80,1.0,15.959842282160793,0.07633716049895156,0.13697043259890052,0.1907845755445303
32,5,160,160,1.0,31.737209097852602,0.0759072165019461,0.1413386162967071,0.3657206331666384
64,5,320,320,1.0,63.18306076606824,0.08015398600400658,0.23374188490124664,0.5738437028379122
128,5,640,640,1.0,126.0012646942145,0.09595203900244087,0.13923480030935032,0.45010163442377255
256,5,1280,1280,1.0,210.80619051329907,0.9151154635037528,1.2325160412030527,1.5247174820615328
512,5,2560,2560,1.0,256.08721974715195,2.873989267493016,4.044185315696813,4.369763795995677
1024,5,5120,5120,1.0,253.52474538691914,4.273141255493101,4.882015533305821,5.194290791733948
2048,5,10240,10240,1.0,261.60074073167465,4.318597385492467,4.863033000100404,5.373421803547396
1,5,5,5,1.0,1.1469531571764082,0.37744216799910646,0.460365937804454,0.46342863168392795
2,5,10,10,1.0,2.0261821634134436,0.32303886050067376,0.4360690132976742,0.44541044603771296
4,5,20,20,1.0,4.01923796192689,0.25361775100464,0.5612187801947585,0.5945434044656577
8,5,40,40,1.0,7.752010845883328,0.09733684550155886,0.30153681120136755,0.42233909371789197
16,5,80,80,1.0,15.963694156684438,0.07792401250480907,0.1717190498064157,0.304938474395603
32,5,160,160,1.0,31.728832691622493,0.07539382999675581,0.07925245949591045,0.11465696299681415
64,5,320,320,1.0,63.18040397363514,0.07671441849379335,0.08441437191067963,0.0976998384979379
128,5,640,640,1.0,123.96153406264905,0.08507255800213898,0.11030097720067716,0.1730107515932469
256,5,1280,1280,1.0,233.00767115107166,0.13943096550065093,0.7110935949880515,0.9205302352290893
512,5,2560,2560,1.0,274.63716333402226,1.9091069790010806,3.985332692707016,4.151037283399201
1024,5,5120,5120,1.0,292.55364507105776,3.8580826664911,4.459282146404439,4.70294686432666
2048,5,10240,10240,1.0,299.4310521805891,3.970849534998706,4.414228480000747,4.683090232998513
1,5,5,5,1.0,1.114104888956013,0.4001822239952162,0.48864542500232344,0.4899085713981185
2,5,10,10,1.0,2.148715598899896,0.3035277154922369,0.4276789732975885,0.48912231953872837
4,5,20,20,1.0,3.8956907864232844,0.21299939099844778,0.4612334837001983,0.6562973831839917
8,5,40,40,1.0,7.961564160497529,0.15330927600734867,0.3013691485015443,0.5888379768669255
16,5,80,80,1.0,15.946336145795184,0.07732573050452629,0.16421919419808548,0.38690788744061133
32,5,160,160,1.0,31.719577995597845,0.07633868350239936,0.080561990395654,0.1170567905838832
64,5,320,320,1.0,63.22537949377616,0.07801940550416475,0.08663078810786828,0.10297286551562138
128,5,640,640,1.0,126.30355655867058,0.08790943700296339,0.10959912601101678,0.15714708459854593
256,5,1280,1280,1.0,246.41243567641877,0.14034233950224007,0.24271132460271475,0.3746183639315132
512,5,2560,2560,1.0,306.647207495969,1.85536437099654,3.1515680360942495,3.378602023693675
1024,5,5120,5120,1.0,292.02898569834196,4.013616929005366,4.457052312101586,4.629231350766786
2048,5,10240,10240,1.0,297.13852011899854,4.043908236002608,4.453477987792576,4.740802320284711
